HUC_8,M3P_ppm,Soil Fertility Level
10160011,75.65405898713776,Excesive
10170101,118.24744565795204,Excesive
10170102,123.09149657842414,Excesive
10170103,101.80052369257305,Excesive
10170202,138.74287242339034,Excesive
10170203,212.9109965897368,Excesive
10170204,412.43654656169184,Excesive
10180001,121.57640178274721,Excesive
10180002,65.0438951667049,Excesive
10180003,22.773526563413874,Low
10180004,106.82748300334231,Excesive
10180005,97.24641950229031,Excesive
10180006,81.94759757045973,Excesive
10180007,93.6917799864876,Excesive
10180008,42.92002953284257,Optimium
10180009,44.0644955953963,Optimium
10180010,140.6302982920958,Excesive
10180011,87.50198031862514,Excesive
10180012,80.98622598861537,Excesive
10180013,87.93223593605269,Excesive
10180014,6.807254235466013,Very Low
10190001,635.6966574238393,Excesive
10190002,591.4523926112097,Excesive
10190003,139.82098127370926,Excesive
10190006,117.57748747107362,Excesive
10190007,108.48318650388457,Excesive
10190009,147.37573354278715,Excesive
10190010,50.04372970937753,Excesive
10190011,176.55304539964874,Excesive
10190012,87.34726912868847,Excesive
10190013,9.012975282065256,Very Low
10190015,102.80047414922177,Excesive
10190016,54.31327900963296,Excesive
10190018,113.07865276820348,Excesive
10200101,86.9997698270917,Excesive
10200103,15.722464434000855,Very Low
10200201,97.15850238519144,Excesive
10200203,61.662740199211775,Excesive
10210001,29.9901892047936,Medium
10210002,20.962066442148927,Low
10210003,74.21656378212141,Excesive
10210004,119.48737908142901,Excesive
10210005,19.056663574075273,Low
10210006,3.3386854222348585,Very Low
10210007,5.2119871959032364,Very Low
10210008,20.86700840215473,Low
10210009,120.90183207821009,Excesive
10210010,145.9009570272877,Excesive
10220001,37.465384814281954,Optimium
10220002,6.040232105263712,Very Low
10220003,204.351338047913,Excesive
10220004,138.74287242339034,Excesive
10230001,260.4900282729362,Excesive
10230003,306.0821935784045,Excesive
10230004,196.31293138740762,Excesive
10230005,348.727040990648,Excesive
10230006,394.7915102531706,Excesive
10230007,327.1722735335079,Excesive
10240002,385.95612828125803,Excesive
10240003,311.0657862956673,Excesive
10240005,164.89579813142083,Excesive
10240006,74.08450619816985,Excesive
10240007,92.40305315694195,Excesive
10240008,295.02681184811155,Excesive
10240010,43.37029670327318,Optimium
10240011,164.8479291310376,Excesive
10240012,237.09338706570682,Excesive
10240013,65.19447482848489,Excesive
10250001,19.056663574075273,Low
10250002,78.49720985318311,Excesive
10250003,133.77023818591957,Excesive
10250004,108.20021424755801,Excesive
10250005,196.31293138740762,Excesive
10250006,37.779725296320144,Optimium
10250007,20.76911141013136,Low
10250009,124.25864138465964,Excesive
10250010,284.37995460995614,Excesive
10250012,120.90183207821009,Excesive
10250013,76.66071812812594,Excesive
10250015,117.01847216009804,Excesive
10250016,48.62557640132422,Optimium
10250017,70.15007914198227,Excesive
10260001,119.56056033407651,Excesive
10260003,92.12597965571304,Excesive
10260006,86.08805302119629,Excesive
10260007,166.86830438988932,Excesive
10260008,128.54675585437053,Excesive
10260009,90.65379359249346,Excesive
10260010,113.33755417972156,Excesive
10260011,183.94039379703327,Excesive
10260012,192.2338328244004,Excesive
10260013,24.352933477360054,Low
10260015,235.5595281778056,Excesive
10270102,163.55193337062144,Excesive
10270103,185.8086660005508,Excesive
10270201,33.751527286971445,Medium
10270202,22.773526563413874,Low
10270203,68.03194380630103,Excesive
10270204,107.65627734265684,Excesive
10270205,64.86875949823622,Excesive
10270206,210.60766939894526,Excesive
10280101,88.60756306582508,Excesive
10280102,19.056663574075273,Low
10280103,32.06055765074645,Medium
10280201,29.07182552191811,Medium
10280202,76.66071812812594,Excesive
10280203,15.722464434000855,Very Low
10290101,80.63329582839306,Excesive
10290102,262.02591018778884,Excesive
10290104,66.06592238359268,Excesive
10290106,91.67230340459012,Excesive
10290108,33.94163109806601,Medium
10290109,51.176925318301535,Excesive
10290110,19.651052150007306,Low
10290111,63.352223918751726,Excesive
10290201,92.1051695045832,Excesive
10300101,63.199222943890064,Excesive
10300102,43.01741643725402,Optimium
10300103,59.40316948447614,Excesive
10300104,97.25245181867227,Excesive
10300200,180.1871919266521,Excesive
11010001,39.557777615647815,Optimium
11010002,71.72383159663265,Excesive
11010003,79.5186993423242,Excesive
11010005,11.424443415211602,Very Low
11010006,46.153018222406686,Optimium
11010007,80.34521994759227,Excesive
11010008,21.480632544469625,Low
11010009,91.8308860948003,Excesive
11010010,6.040232105263712,Very Low
11010011,99.82871471814751,Excesive
11010012,103.92397542147906,Excesive
11010013,123.74889939010514,Excesive
11010014,34.65313740784323,Medium
11020001,518.5200091654029,Excesive
11020002,335.26674207527225,Excesive
11020003,170.03300903385056,Excesive
11020005,130.2078335415312,Excesive
11020006,116.5717137769685,Excesive
11020008,58.33202011148042,Excesive
11020009,131.4095324337001,Excesive
11020010,150.30939880211818,Excesive
11020011,5.2119871959032364,Very Low
11020012,19.820397225754267,Low
11020013,129.7219545443493,Excesive
11030001,231.92928559358623,Excesive
11030002,435.2585371047474,Excesive
11030004,93.40034209195991,Excesive
11030005,130.63727311448062,Excesive
11030006,157.32972725088482,Excesive
11030007,211.47875272406674,Excesive
11030008,147.321581848593,Excesive
11030009,2.162444839083326,Very Low
11030011,118.79164378681308,Excesive
11030012,99.85929242776156,Excesive
11030013,132.74357933608266,Excesive
11030014,61.532138458646706,Excesive
11030016,47.099357582938346,Optimium
11030017,505.61545020748673,Excesive
11030018,28.26252692519266,Medium
11040001,98.89459093057992,Excesive
11040002,47.1023844976782,Optimium
11040003,120.27573160431871,Excesive
11040005,94.89777684840477,Excesive
11040006,51.502690241891926,Excesive
11040007,157.32972725088482,Excesive
11040008,114.88044230527883,Excesive
11050001,28.768723604004563,Medium
11050002,116.86142235520315,Excesive
11050003,29.07182552191811,Medium
11060002,90.29234677480248,Excesive
11060003,36.65843124838937,Optimium
11060004,50.29676695023127,Excesive
11060005,64.56733872140612,Excesive
11060006,106.5237511335218,Excesive
11070101,132.70529280611174,Excesive
11070103,135.43643982459665,Excesive
11070104,44.24503697486066,Optimium
11070105,22.623643214961323,Low
11070106,10.572616214422425,Very Low
11070107,7.980558183367701,Very Low
11070201,279.0723073899841,Excesive
11070202,47.099357582938346,Optimium
11070203,62.43442867136211,Excesive
11070204,463.33265169128236,Excesive
11070205,33.751527286971445,Medium
11070206,27.839554405355848,Medium
11070207,88.4147890166541,Excesive
11070208,273.77615529503134,Excesive
11080001,120.90183207821009,Excesive
11080002,176.55304539964874,Excesive
11080003,116.5717137769685,Excesive
11080004,69.51921848737659,Excesive
11080006,8.449082927757518,Very Low
11080007,36.347942126506474,Optimium
11080008,112.29741617594921,Excesive
11090102,29.264004431775952,Medium
11090103,4.460646339662636,Very Low
11090104,0.44211541776083657,Very Low
11090105,103.7879127924492,Excesive
11090106,41.1758907267066,Optimium
11090201,61.46777451473236,Excesive
11090202,151.57965472464974,Excesive
11090203,0.44211541776083657,Very Low
11090204,167.06020730908904,Excesive
11100101,84.63736399022605,Excesive
11100102,3.783253772244844,Very Low
11100103,47.531072429061396,Optimium
11100104,52.12670340321884,Excesive
11100201,7.640480321135381,Very Low
11100202,12.76484503521172,Very Low
11100203,59.40316948447614,Excesive
11100301,4.107835088254103,Very Low
11100302,3.887512223704147,Very Low
11100303,27.149554651772913,Medium
11110101,6.9481410846701435,Very Low
11110102,36.23431114785739,Optimium
11110103,75.61972456041396,Excesive
11110104,162.0799595102261,Excesive
11110105,27.309267844563088,Medium
11110201,47.80706993352258,Optimium
11110202,213.9985692368829,Excesive
11110203,59.40316948447614,Excesive
11110204,76.66071812812594,Excesive
11110205,50.04372970937753,Excesive
11110207,3.893952822765144,Very Low
11120101,38.81143667421392,Optimium
11120102,20.24947300529066,Low
11120103,14.251040314205033,Very Low
11120104,83.40815930837972,Excesive
11120105,14.745270926265276,Very Low
11120201,0.5823706529377471,Very Low
11120202,36.23431114785739,Optimium
11120302,4.813671549647214,Very Low
11120303,2.9071127627802698,Very Low
11130101,9.544854079771817,Very Low
11130102,73.05142783218655,Excesive
11130103,6.332365314394068,Very Low
11130105,24.776481576580466,Low
11130201,6.040232105263712,Very Low
11130202,6.040232105263712,Very Low
11130203,12.541171177713187,Very Low
11130204,22.773526563413874,Low
11130205,268.49226592858867,Excesive
11130206,8.988416115557476,Very Low
11130207,6.9481410846701435,Very Low
11130208,30.70597434187605,Medium
11130209,4.42579418976375,Very Low
11130210,16.473958524116775,Low
11130301,3.781254450949658,Very Low
11130302,20.11531213250218,Low
11130303,0.7513646072985323,Very Low
11130304,5.2119871959032364,Very Low
11140102,28.48690976274156,Medium
11140103,98.68254781642295,Excesive
11140104,1.7476735402665755,Very Low
11140105,32.12459579735491,Medium
11140106,15.409749531092341,Very Low
11140107,4.460646339662636,Very Low
11140108,47.099357582938346,Optimium
11140109,281.63459586185166,Excesive
11140201,31.020364622200155,Medium
11140202,19.056663574075273,Low
11140204,116.5717137769685,Excesive
11140205,1.6259637885766751,Very Low
11140206,14.197091344174702,Very Low
11140207,69.221524815216,Excesive
11140209,1.7476735402665755,Very Low
11140301,12.541171177713187,Very Low
11140302,34.48554372131648,Medium
11140303,1.3894549822218485,Very Low
11140305,1.3894549822218485,Very Low
11140306,33.34452101304911,Medium
11140307,10.174390484819675,Very Low
12010001,2.6375597599241765,Very Low
12010002,196.536317824979,Excesive
12010003,0.6143678172291728,Very Low
12010004,1.6464191651319424,Very Low
12010005,12.640153291924307,Very Low
12020001,9.745996924597517,Very Low
12020002,2.0381376883796443,Very Low
12020003,4.317386433072241,Very Low
12020004,118.69329932623198,Excesive
12020005,11.44898168058882,Very Low
12020006,0.7206255899836607,Very Low
12030101,7.949926228251816,Very Low
12030102,125.28587139767694,Excesive
12030103,11.424443415211602,Very Low
12030104,181.44639609756348,Excesive
12030105,257.9644994396907,Excesive
12030106,153.7332372164141,Excesive
12030107,9.749389495918054,Very Low
12030109,161.8639916455415,Excesive
12030201,70.24527298182848,Excesive
12030202,47.711195569152686,Optimium
12040102,0.20130165393754407,Very Low
12040103,0.20130165393754407,Very Low
12040104,2.5375070784459046,Very Low
12040201,201.3259940182196,Excesive
12040202,9.012975282065256,Very Low
12040203,6.040232105263712,Very Low
12040204,7.938271964571563,Very Low
12050001,5.653661054070102,Very Low
12050002,10.174390484819675,Very Low
12050004,10.913265169612892,Very Low
12050005,165.8771398452849,Excesive
12050007,36.63892555040288,Optimium
12060101,25.01722047314519,0
12060102,23.216949893970128,Low
12060105,32.75667494217595,Medium
12060201,49.19143814230746,Optimium
12060202,3.7177501211410373,Very Low
12060204,308.9203819532192,Excesive
12070101,49.4556684492855,Optimium
12070102,0.3058607788459197,Very Low
12070103,1.6889837097869536,Very Low
12070104,2.2610058069768195,Very Low
12070201,104.59790673837784,Excesive
12070202,62.79252555657961,Excesive
12070203,41.36578849604201,Optimium
12070204,76.13283220682656,Excesive
12070205,80.34521994759227,Excesive
12080001,36.882102110304906,Optimium
12080002,33.886924957730564,Medium
12080003,9.344839878735284,Very Low
12080004,8.508152591062405,Very Low
12080005,19.968741470097648,Low
12080006,0.2558463645160178,Very Low
12080008,18.19934909667617,Low
12090101,18.750683196435574,Low
12090103,57.266155344545574,Excesive
12090104,132.3789201300441,Excesive
12090105,30.56248571432633,Medium
12090106,26.19141169896678,Medium
12090107,12.810767379693155,Very Low
12090108,34.550196641726394,Medium
12090109,653.2912710993228,Excesive
12090201,12.76484503521172,Very Low
12090202,76.66071812812594,Excesive
12090203,129.7219545443493,Excesive
12090204,106.44036130961905,Excesive
12090205,76.66071812812594,Excesive
12090206,3.783253772244844,Very Low
12090301,13.030212630563712,Very Low
12090302,50.04372970937753,Excesive
12090401,38.74380074543204,Optimium
12100101,3.8067690252774815,Very Low
12100102,26.875949416296805,Medium
12100201,58.37903125780591,Excesive
12100202,108.98044752425017,Excesive
12100203,431.9700513104512,Excesive
12100204,1.3894549822218485,Very Low
12100302,141.51317258598894,Excesive
12100304,2.162444839083326,Very Low
12100401,1.8603267662314245,Very Low
12100405,4.460646339662636,Very Low
12100406,2.7066444249203903,Very Low
12100407,2.162444839083326,Very Low
12110103,12.134325384989252,Very Low
12110104,435.3442281857219,Excesive
12110105,48.16582353929187,Optimium
12110106,26.81294032426701,Medium
12110107,147.95011665428981,Excesive
12110108,23.912205978139585,Low
12110109,10.174390484819675,Very Low
12110110,14.197091344174702,Very Low
12110111,2.6375597599241765,Very Low
12110202,0.20130165393754407,Very Low
12110204,147.95011665428981,Excesive
12110205,1.196188381503999,Very Low
12110207,1.5398375888425064,Very Low
12110208,15.33434636579286,Very Low
13010001,109.34257482808873,Excesive
13010002,280.792389108483,Excesive
13010003,457.0004604447052,Excesive
13010004,367.2772036317229,Excesive
13010005,171.69318050076387,Excesive
13020101,151.03167377891677,Excesive
13020102,151.25239542186932,Excesive
13020201,87.47144488500471,Excesive
13020202,28.850241091412954,Medium
13020203,99.62571336209213,Excesive
13020204,96.86417896157101,Excesive
13020207,78.03372421126825,Excesive
13020208,131.7620332977821,Excesive
13020209,216.08692521098297,Excesive
13020210,44.24503697486066,Optimium
13020211,58.28683394707274,Excesive
13030101,234.8034538301068,Excesive
13030102,20.930596116452516,Low
13030103,78.96780707265341,Excesive
13030201,57.703427784652064,Excesive
13030202,133.83041131195128,Excesive
13040100,229.4373611329977,Excesive
13040201,40.70378102241028,Optimium
13040202,139.1204243995261,Excesive
13040204,525.8133476893088,Excesive
13040205,29.07182552191811,Medium
13040206,22.773526563413874,Low
13040207,586.1137814801139,Excesive
13040208,52.876764817616994,Excesive
13040209,116.73556349883332,Excesive
13040210,59.40316948447614,Excesive
13040211,71.26306309781761,Excesive
13040301,125.28587139767694,Excesive
13040302,44.71278158166883,Optimium
13040303,116.5717137769685,Excesive
13050001,75.62160719995283,Excesive
13050003,343.35387183012716,Excesive
13050004,129.32555497297815,Excesive
13060001,81.24614040879366,Excesive
13060002,19.056663574075273,Low
13060003,127.09896106849894,Excesive
13060004,31.36383233544305,Medium
13060005,49.64694107724881,Optimium
13060006,3.783253772244844,Very Low
13060007,2.419205840840995,Very Low
13060008,67.87237762245775,Excesive
13060009,152.61922727258474,Excesive
13060010,120.90183207821009,Excesive
13060011,47.61508485091182,Optimium
13070001,77.25035789651074,Excesive
13070003,62.79120669088586,Excesive
13070004,62.106554356460286,Excesive
13070006,155.82882040620262,Excesive
13070007,3.6583852756053896,Very Low
13070008,58.57761180105959,Excesive
13070009,84.1030336466222,Excesive
13070010,103.92397542147906,Excesive
13070011,75.32809577804008,Excesive
13080001,111.09650121018714,Excesive
13080002,103.92397542147906,Excesive
13080003,9.989797189600617,Very Low
13090001,39.41158148360463,Optimium
14010001,271.87052539165745,Excesive
14010002,263.2214374579675,Excesive
14010005,169.35673155645168,Excesive
14020001,607.4458090456618,Excesive
14020002,217.0637331948049,Excesive
14020003,26.875949416296805,Medium
14020005,67.37631608319919,Excesive
14020006,427.1712455990672,Excesive
14030001,101.19474408036724,Excesive
14030002,82.71841943662,Excesive
14030003,87.93223593605269,Excesive
14030005,58.00956516295511,Excesive
14040101,202.825344311242,Excesive
14040102,166.07455412916528,Excesive
14040103,305.711165894878,Excesive
14040104,307.6431501534604,Excesive
14040105,158.0917180920344,Excesive
14040106,101.0837652583324,Excesive
14040107,168.67333200916383,Excesive
14040108,196.31293138740762,Excesive
14040109,260.8959979847886,Excesive
14040200,188.91298742367863,Excesive
14050001,268.9991874963236,Excesive
14050003,187.030590804734,Excesive
14050004,221.6315114299139,Excesive
14050005,171.35492959844532,Excesive
14050006,147.95011665428981,Excesive
14050007,114.18027124286922,Excesive
14060001,109.15563162433537,Excesive
14060003,137.1648642675033,Excesive
14060004,853.576769887165,Excesive
14060005,188.93951970893414,Excesive
14060006,148.43240509895074,Excesive
14060007,164.40850321312922,Excesive
14060008,160.5959187968085,Excesive
14060009,273.9984887395925,Excesive
14070001,89.3384251796248,Excesive
14070002,112.29741617594921,Excesive
14070003,43.13902042861746,Optimium
14070004,53.07680086834649,Excesive
14070005,37.11902004255485,Optimium
14070006,9.012975282065256,Very Low
14070007,68.20701879758114,Excesive
14080101,114.80145971595735,Excesive
14080103,38.81143667421392,Optimium
14080104,397.145905995281,Excesive
14080105,43.46646539287371,Optimium
14080106,19.340539449009626,Low
14080107,33.751527286971445,Medium
14080201,7.938271964571563,Very Low
14080203,12.367719858033054,Very Low
14080204,14.759968454047105,Very Low
14080205,17.364848803546035,Low
15010001,229.0253276490413,Excesive
15010002,15.722464434000855,Very Low
15010003,225.39557083672955,Excesive
15010004,189.9206913967542,Excesive
15010005,130.80189906799384,Excesive
15010006,41.02087976772511,Optimium
15010007,274.72773359959587,Excesive
15010008,196.01877904319824,Excesive
15010009,188.95935403309448,Excesive
15010010,77.34795619310277,Excesive
15010011,224.63887451310936,Excesive
15010012,94.70420756873432,Excesive
15010013,18.2947364180778,Low
15010014,26.875949416296805,Medium
15010015,93.7876841675067,Excesive
15020001,221.6315114299139,Excesive
15020002,38.47987646752721,Optimium
15020003,312.9402905489044,Excesive
15020004,39.415383709402214,Optimium
15020005,136.90498090512546,Excesive
15020006,73.74469466145942,Excesive
15020007,1.7476735402665755,Very Low
15020008,89.49364863569849,Excesive
15020010,87.93223593605269,Excesive
15020011,36.939155597462346,Optimium
15020013,11.424443415211602,Very Low
15020014,50.151448071922815,Excesive
15020015,263.67133866239595,Excesive
15020016,226.2498926947752,Excesive
15020017,2.162444839083326,Very Low
15020018,15.330949074191857,Very Low
15030101,393.0217536087905,Excesive
15030102,205.7817277363714,Excesive
15030103,91.8308860948003,Excesive
15030104,42.02341300611593,Optimium
15030105,29.253271382828522,Medium
15030106,103.92397542147906,Excesive
15030108,3.783253772244844,Very Low
15030201,212.25437497145856,Excesive
15030202,40.70378102241028,Optimium
15030203,116.5717137769685,Excesive
15040001,146.15911328726386,Excesive
15040002,37.435831412677075,Optimium
15040003,92.41514907036377,Excesive
15040004,291.41334400083343,Excesive
15040005,293.1350379650118,Excesive
15040006,45.755118111486254,Optimium
15040007,424.5096172610795,Excesive
15050100,103.92397542147906,Excesive
15050201,309.9999347000982,Excesive
15050202,117.57748747107362,Excesive
15050203,209.08946361271862,Excesive
15050301,96.3026141235916,Excesive
15050302,17.342034619277054,Low
15050303,36.97190463525061,Optimium
15050304,64.20446811920183,Excesive
15050305,47.099357582938346,Optimium
15050306,108.08085836133871,Excesive
15060101,532.5308516784202,Excesive
15060103,146.61791143933374,Excesive
15060105,8.735068987133717,Very Low
15060106,136.95072051392663,Excesive
15060201,282.8350283531047,Excesive
15060202,227.3307839074222,Excesive
15060203,340.3267194616556,Excesive
15070101,31.36383233544305,Medium
15070102,219.7343505117179,Excesive
15070103,437.20849063624524,Excesive
15070104,143.653991663804,Excesive
15070201,63.94914236852605,Excesive
15070202,42.092610979321435,Optimium
15070203,176.77943686077114,Excesive
15080102,104.5896585465822,Excesive
15080301,36.23431114785739,Optimium
16010101,157.6144324311126,Excesive
16010201,438.6173264800577,Excesive
16010202,264.0727864962153,Excesive
16010203,457.0004604447052,Excesive
16010204,214.5245184537501,Excesive
16020101,635.723752730639,Excesive
16020102,117.57748747107362,Excesive
16020201,397.4178899768737,Excesive
16020202,424.5096172610795,Excesive
16020203,229.49956239579228,Excesive
16020301,203.0238444149656,Excesive
16020302,125.28587139767694,Excesive
16020304,362.5832378355301,Excesive
16020305,181.44639609756348,Excesive
16020306,191.91287722207318,Excesive
16020307,142.5562697476239,Excesive
16020308,161.85645036274283,Excesive
16020309,279.10685223202097,Excesive
16030001,386.5844216134898,Excesive
16030002,387.4989795141008,Excesive
16030003,249.69561405119651,Excesive
16030004,157.411897040731,Excesive
16030005,178.26231705761566,Excesive
16030006,177.24094546607506,Excesive
16030007,113.71356124698455,Excesive
16030009,128.0016118701093,Excesive
16040101,323.8703135734325,Excesive
16040102,134.20822960204856,Excesive
16040103,87.93223593605269,Excesive
16040104,419.0913984607441,Excesive
16040105,253.83003102345612,Excesive
16040106,147.1489314899523,Excesive
16040107,238.2438120890785,Excesive
16040108,397.4178899768737,Excesive
16040109,378.49784167093287,Excesive
16040201,150.97541525987947,Excesive
16040202,313.52593137672136,Excesive
16040203,360.06457006777987,Excesive
16040204,208.79547396685186,Excesive
16040205,172.93901983332591,Excesive
16050102,58.75470168592621,Excesive
16050103,247.4957748255497,Excesive
16050104,165.38522141048318,Excesive
16050201,316.42789158157836,Excesive
16050202,241.91576663429728,Excesive
16050203,218.7121092843854,Excesive
16050301,195.05292019814357,Excesive
16050302,147.95011665428981,Excesive
16050303,435.0083584576848,Excesive
16060001,288.69054505772283,Excesive
16060002,284.0154088555267,Excesive
16060003,505.13202959127887,Excesive
16060004,125.36545583944704,Excesive
16060005,109.05729028432829,Excesive
16060006,280.4430816861887,Excesive
16060007,228.20430838979001,Excesive
16060008,206.4331075219933,Excesive
16060009,123.73160769211032,Excesive
16060010,303.4903949411343,Excesive
16060011,132.8449810761048,Excesive
16060012,105.42604566875124,Excesive
16060013,204.12938883818939,Excesive
16060014,136.17074498427652,Excesive
16060015,185.98101672477387,Excesive
17010101,88.07560015468846,Excesive
17010103,157.32972725088482,Excesive
17010104,155.90251503584182,Excesive
17010201,245.9393226491356,Excesive
17010202,300.3646320021785,Excesive
17010203,87.57258516258214,Excesive
17010204,543.1711228635265,Excesive
17010205,178.5142875369233,Excesive
17010206,521.7738241803887,Excesive
17010207,120.90183207821009,Excesive
17010208,125.28587139767694,Excesive
17010209,655.2202080462471,Excesive
17010210,421.7830272359075,Excesive
17010211,88.41065606364384,Excesive
17010213,329.56877300565014,Excesive
17010214,959.4741221408656,Excesive
17010216,769.4389504199463,Excesive
17010302,1410.3546632267687,Excesive
17010304,915.5789059583516,Excesive
17010306,363.49438054483335,Excesive
17010307,176.55304539964874,Excesive
17010308,108.08085836133871,Excesive
17020001,167.16421978026855,Excesive
17020002,305.711165894878,Excesive
17020003,50.04372970937753,Excesive
17020004,307.5430740921624,Excesive
17020005,376.6451605862066,Excesive
17020006,222.23376857400814,Excesive
17020007,511.0045095881064,Excesive
17020008,433.84574202558906,Excesive
17020009,263.2214374579675,Excesive
17020010,50.04372970937753,Excesive
17020011,99.9848775643712,Excesive
17020012,166.86830438988932,Excesive
17020013,465.10506236072615,Excesive
17020014,402.8358579934969,Excesive
17020015,328.66524163950834,Excesive
17020016,303.50210849498774,Excesive
17030001,473.2256630280367,Excesive
17030002,848.202194827659,Excesive
17030003,316.2363581547905,Excesive
17040101,279.91713136469866,Excesive
17040102,467.81919732988786,Excesive
17040103,438.9311870997715,Excesive
17040104,494.828987980895,Excesive
17040105,402.8358579934969,Excesive
17040201,267.54940520268815,Excesive
17040203,134.46719067317477,Excesive
17040204,370.3449890808885,Excesive
17040206,295.7751747502641,Excesive
17040207,564.4311483990014,Excesive
17040208,295.02681184811155,Excesive
17040209,236.11371355140702,Excesive
17040210,231.91949974196842,Excesive
17040211,50.04372970937753,Excesive
17040212,201.3392792156297,Excesive
17040213,485.3057408928164,Excesive
17040214,122.79570788611366,Excesive
17040216,199.53405643237275,Excesive
17040218,397.27464388341,Excesive
17040219,175.97437755504419,Excesive
17040220,36.23431114785739,Optimium
17040221,270.54628563538853,Excesive
17050101,364.9360507327446,Excesive
17050102,206.33708872200143,Excesive
17050103,300.42050569639736,Excesive
17050104,278.66434833732944,Excesive
17050105,80.34521994759227,Excesive
17050106,243.509933578628,Excesive
17050107,94.0135045340506,Excesive
17050108,676.3530115764818,Excesive
17050109,144.38915910842502,Excesive
17050110,185.26209028645584,Excesive
17050111,44.24503697486066,Optimium
17050112,424.5096172610795,Excesive
17050113,278.66434833732944,Excesive
17050114,94.0135045340506,Excesive
17050116,546.4663063645461,Excesive
17050117,126.66834072709138,Excesive
17050122,66.06592238359268,Excesive
17050123,609.0920157802421,Excesive
17050124,971.2692281824144,Excesive
17050201,157.64795891151954,Excesive
17050202,152.7020241787865,Excesive
17050203,288.78792158089885,Excesive
17060102,451.5884947473133,Excesive
17060103,259.9021792436694,Excesive
17060104,927.4652216267932,Excesive
17060105,284.37995460995614,Excesive
17060106,701.064150227843,Excesive
17060107,273.77615529503134,Excesive
17060108,256.1353239602209,Excesive
17060109,231.91949974196842,Excesive
17060110,237.09338706570682,Excesive
17060201,265.1838915101443,Excesive
17060203,130.85863351280457,Excesive
17060204,137.68194270758949,Excesive
17060205,75.08447801510744,Excesive
17060206,171.69318050076387,Excesive
17060207,84.1030336466222,Excesive
17060208,146.72271892508292,Excesive
17060209,723.6771702368635,Excesive
17060210,273.51357233674014,Excesive
17060303,326.0935371084239,Excesive
17060305,309.89790696069315,Excesive
17060306,346.67383505525373,Excesive
17060308,502.87594802431283,Excesive
17070101,473.2256630280367,Excesive
17070102,269.0165866117733,Excesive
17070103,215.2139269038523,Excesive
17070104,274.1736956617734,Excesive
17070105,370.63081635669954,Excesive
17070106,435.3442281857219,Excesive
17070201,223.42765001935769,Excesive
17070202,109.75370740599831,Excesive
17070203,171.69318050076387,Excesive
17070204,162.44926873345864,Excesive
17070301,453.8777591398027,Excesive
17070302,101.17658174633564,Excesive
17070303,95.79703182080613,Excesive
17070305,158.5334471897082,Excesive
17070306,225.1480959203884,Excesive
17070307,284.37995460995614,Excesive
17080001,145.0850939670267,Excesive
17080003,263.2214374579675,Excesive
17080004,132.26091521562915,Excesive
17080005,411.9826996479856,Excesive
17080006,1107.6356281995313,Excesive
17090001,305.98426772571355,Excesive
17090002,284.37995460995614,Excesive
17090003,628.7172940560223,Excesive
17090004,267.26726913388984,Excesive
17090005,462.4107469728334,Excesive
17090006,381.1695197886501,Excesive
17090008,580.3981220065924,Excesive
17090009,259.2500078639629,Excesive
17100101,371.5159753573335,Excesive
17100102,53.07680086834649,Excesive
17100103,290.19726114934053,Excesive
17100105,408.2542731034677,Excesive
17100106,516.390663021487,Excesive
17100202,221.6315114299139,Excesive
17100203,456.8872356770916,Excesive
17100204,33.751527286971445,Medium
17100205,1586.5485445656996,Excesive
17100206,141.12799209590636,Excesive
17100301,343.33132648151246,Excesive
17100302,141.04213024878743,Excesive
17100303,143.3240888473469,Excesive
17100305,316.42789158157836,Excesive
17100306,192.99921072984785,Excesive
17100308,187.2681066083296,Excesive
17100312,10.174390484819675,Very Low
17110002,91.8308860948003,Excesive
17110005,516.9152879937809,Excesive
17110006,10.174390484819675,Very Low
17110007,59.40316948447614,Excesive
17110009,366.3776208552604,Excesive
17110010,112.29741617594921,Excesive
17110012,282.4579087518615,Excesive
17110014,165.52397428128444,Excesive
17110017,87.93223593605269,Excesive
17110018,186.61696571687062,Excesive
17110019,355.6848922335704,Excesive
17110020,26.875949416296805,Medium
17120001,237.09338706570682,Excesive
17120002,227.09229283015912,Excesive
17120003,510.9683294577636,Excesive
17120004,108.73466757083321,Excesive
17120005,196.93832616972804,Excesive
17120006,112.29741617594921,Excesive
17120007,415.54134274514087,Excesive
17120008,163.62029070923768,Excesive
17120009,716.4220700161804,Excesive
18010101,5.2119871959032364,Very Low
18010102,162.0799595102261,Excesive
18010104,108.08085836133871,Excesive
18010105,235.92994837252255,Excesive
18010106,143.08417680297092,Excesive
18010108,239.64499159418705,Excesive
18010110,82.69203615389824,Excesive
18010201,527.153912248272,Excesive
18010202,119.87502216268051,Excesive
18010203,394.7531711228347,Excesive
18010204,323.5565868038529,Excesive
18010205,112.29741617594921,Excesive
18010206,112.29741617594921,Excesive
18010207,71.76269525064224,Excesive
18010208,224.15737432823414,Excesive
18010209,96.60474908880586,Excesive
18010211,474.6853434785696,Excesive
18020001,505.61545020748673,Excesive
18020002,140.6375554078555,Excesive
18020003,237.30880535687686,Excesive
18020004,216.5195902503092,Excesive
18020005,171.71067489476903,Excesive
18020103,108.05211188549922,Excesive
18020104,216.95551762669132,Excesive
18020105,47.27940916744175,Optimium
18020106,268.49226592858867,Excesive
18020109,343.46846939121104,Excesive
18020111,87.33588093508092,Excesive
